,Ano Evento,Mês Evento,Subestação Hier.Geoelétrica,Alimentador Hier.Geoelétrica,Bloco Alimentador Hier.Geoelétrica,Transformador Hier.Geoelétrica,Pot,Cod Grupo Causa GPO,Grupo Causa GPO,Cod Causa Evento,Causa Evento,DIC Transformador,FIC Transformador,Duração
1521,2012,01/2012,BSA,BSA-L3,0469,457,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,99.28214,284.0,0.349585
1522,2012,08/2012,BSA,BSA-L3,0469,457,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,41.70881,143.0,0.29167
1523,2014,01/2014,BSA,BSA-L3,0469,457,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,81.49238,142.0,0.57389
1524,2014,02/2014,BSA,BSA-L3,0469,457,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,11.52008,143.0,0.08056
1525,2014,02/2014,BSA,BSA-L3,0469,457,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,201.54992,143.0,1.4094399999999998
1526,2014,08/2014,BSA,BSA-L3,-1,457,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C272,DESNIVELADO,160.93286,142.0,1.13333
1527,2014,12/2014,BSA,BSA-L3,0469,457,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,208.70024,142.0,1.4697200000000001
1528,2012,09/2012,CPX,CPX-L5,0433,459,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C323,CABOS LIGAÇÃO DO TRA,53.26644,68.0,0.7833300000000001
1529,2012,09/2012,CPX,CPX-L5,0433,459,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,3.0,1.0,0.0
1530,2012,09/2012,CPX,CPX-L5,0433,459,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
1531,2012,09/2012,CPX,CPX-L5,0433,459,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,3.0,1.0,0.0
1532,2012,09/2012,CPX,CPX-L5,0433,459,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,3.0,1.0,0.0
1533,2013,06/2013,CPX,CPX-L5,0433,459,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C321,CRUZAMENTO BT (FLY-T,212.74977,69.0,3.08333
1534,2013,07/2013,CPX,CPX-L5,0433,459,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C441,ISOLADOR DANIFICADO,94.30023,69.0,1.36667
1535,2013,07/2013,CPX,CPX-L5,0433,459,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,89.29773,69.0,1.29417
1536,2013,09/2013,CPX,CPX-L5,0433,459,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,46.21068,69.0,0.6697200000000001
1537,2013,10/2013,CPX,CPX-L5,0433,459,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,6.76614,69.0,0.09806
1538,2013,11/2013,CPX,CPX-L5,0433,459,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,70.26644,68.0,1.03333
1539,2012,06/2012,CPX,CPX-L5,0433,460,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,46.15814,58.0,0.79583
1540,2012,08/2012,CPX,CPX-L5,0433,460,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,86.03314,58.0,1.48333
1541,2012,08/2012,CPX,CPX-L5,0433,460,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,113.1,58.0,1.95
1542,2012,08/2012,CPX,CPX-L5,0433,460,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,28.48438,58.0,0.49111000000000005
1543,2012,09/2012,CPX,CPX-L5,0433,460,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C321,CRUZAMENTO BT (FLY-T,43.5,58.0,0.75
1544,2012,09/2012,CPX,CPX-L5,0433,460,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,3.0,1.0,0.0
1545,2012,09/2012,CPX,CPX-L5,0433,460,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
1546,2012,09/2012,CPX,CPX-L5,0433,460,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,3.0,1.0,0.0
1547,2013,07/2013,CPX,CPX-L5,0433,460,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C441,ISOLADOR DANIFICADO,79.26686,58.0,1.3666699999999998
1548,2013,07/2013,CPX,CPX-L5,0433,460,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,75.06186,58.0,1.2941699999999998
1549,2013,09/2013,CPX,CPX-L5,0433,460,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,38.84376,58.0,0.6697200000000001
1550,2013,10/2013,CPX,CPX-L5,0433,460,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,5.68748,58.0,0.09806
1551,2013,11/2013,CPX,CPX-L5,0433,460,45.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,59.93314,58.0,1.03333
1552,2014,03/2014,CPX,CPX-L5,0433,460,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,14.5,58.0,0.25
1553,2012,06/2012,CPX,CPX-L5,0433,461,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,63.6664,80.0,0.79583
1554,2012,08/2012,CPX,CPX-L5,0433,461,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,118.6664,80.0,1.48333
1555,2012,08/2012,CPX,CPX-L5,0433,461,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,156.0,80.0,1.95
1556,2012,08/2012,CPX,CPX-L5,0433,461,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,39.2888,80.0,0.49111000000000005
1557,2012,09/2012,CPX,CPX-L5,0433,461,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,3.0,1.0,0.0
1558,2012,09/2012,CPX,CPX-L5,0433,461,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,3.0,1.0,0.0
1559,2012,09/2012,CPX,CPX-L5,0433,461,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,3.0,1.0,0.0
1560,2013,07/2013,CPX,CPX-L5,0433,461,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C441,ISOLADOR DANIFICADO,103.86692,76.0,1.3666699999999998
1561,2013,07/2013,CPX,CPX-L5,0433,461,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,102.23943,79.0,1.29417
1562,2013,09/2013,CPX,CPX-L5,0433,461,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,50.89872,76.0,0.66972
1563,2013,10/2013,CPX,CPX-L5,0433,461,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,7.45256,76.0,0.09806
1564,2013,11/2013,CPX,CPX-L5,0433,461,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,78.53308,76.0,1.03333
1565,2012,07/2012,TBU,TBU-L5,12072,462,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,631.49849,203.0,3.1108299999999995
1566,2012,08/2012,TBU,TBU-L5,12072,462,112.5,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C293,INUNDAÇÃO,184.54922,202.0,0.9136099999999999
1567,2013,07/2013,TBU,TBU-L5,12072,462,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,219.8115,225.0,0.97694
1568,2013,07/2013,TBU,TBU-L5,12072,462,112.5,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,391.12425,450.0,0.8691650000000001
1569,2013,12/2013,TBU,TBU-L5,12072,462,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,654.13259,223.0,2.93333
1570,2014,06/2014,TBU,TBU-L5,12072,462,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C196,SOBRETENSÃO,1910.58409,227.0,8.41667
1571,2012,01/2012,CPX,CPX-L5,0463,463,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C393,PORTA-FUSIVEL DANIFI,36.1,19.0,1.9000000000000001
1572,2012,06/2012,CPX,CPX-L5,0463,463,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,15.12077,19.0,0.79583
1573,2012,08/2012,CPX,CPX-L5,0463,463,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,9.33109,19.0,0.49111
1574,2013,07/2013,CPX,CPX-L5,0463,463,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,24.58923,19.0,1.29417
1575,2013,09/2013,CPX,CPX-L5,0463,463,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,12.72468,19.0,0.66972
1576,2013,10/2013,CPX,CPX-L5,0463,463,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,1.86314,19.0,0.09806
1577,2014,12/2014,CPX,CPX-L5,0463,463,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C284,FORA DO ISOLADOR (AM,23.75,19.0,1.25
1578,2012,04/2012,MGB,MGB-L4,-1,464,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,7.4514,5.0,1.4902799999999998
1579,2012,05/2012,MGB,MGB-L4,-1,464,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,12.4653,10.0,1.24653
1580,2012,07/2012,MGB,MGB-L4,-1,464,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,10.2028,5.0,2.04056
1581,2013,04/2013,TBU,TBU-L5,AUX0080833,464,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,10.0,5.0,2.0
1582,2013,05/2013,TBU,TBU-L5,AUX0080833,464,112.5,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,19.00002,6.0,3.16667
1583,2013,07/2013,TBU,TBU-L5,AUX0080833,464,112.5,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,2.63166,6.0,0.43861
1584,2013,10/2013,TBU,TBU-L5,AUX0080833,464,112.5,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,6.2361,5.0,1.24722
1585,2013,11/2013,TBU,TBU-L5,AUX0080833,464,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,0.33556,4.0,0.08389
1586,2014,04/2014,TBU,TBU-L5,AUX0080833,464,112.5,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,5.76668,4.0,1.44167
1587,2012,02/2012,TBU,TBU-L3,0409,466,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C392,DEFEITO EM JUMPER/CO,30.74985,45.0,0.68333
1588,2012,10/2012,TBU,TBU-L3,0409,466,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,99.0,12.0,8.25
1589,2013,02/2013,TBU,TBU-L3,0409,466,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,55.87712,46.0,1.21472
1590,2013,07/2013,TBU,TBU-L3,0409,466,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,3.83318,46.0,0.08333
1591,2013,08/2013,TBU,TBU-L3,0409,466,150.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,61.12485,45.0,1.35833
1592,2013,09/2013,TBU,TBU-L3,0409,466,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C397,FERRAGENS FOLGADAS/D,76.3749,90.0,0.84861
1593,2013,12/2013,TBU,TBU-L3,0409,466,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,72.0873,45.0,1.60194
1594,2012,06/2012,CPX,CPX-L5,0467,467,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,0.79583,1.0,0.79583
1595,2012,08/2012,CPX,CPX-L5,0467,467,30.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,0.49111,1.0,0.49111
1596,2013,07/2013,CPX,CPX-L5,0467,467,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,1.29417,1.0,1.29417
1597,2013,09/2013,CPX,CPX-L5,0467,467,30.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,1.53389,1.0,1.53389
1598,2013,10/2013,CPX,CPX-L5,0467,467,30.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C073,FALHA DE CONEXÃO,0.09806,1.0,0.09806
1599,2012,04/2012,MGB,MGB-L4,-1,471,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,1.49028,1.0,1.49028
1600,2012,05/2012,MGB,MGB-L4,-1,471,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C285,PARTIDO NA EMENDA,2.49306,2.0,1.24653
1601,2012,07/2012,MGB,MGB-L4,-1,471,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,2.04056,1.0,2.04056
1602,2013,04/2013,TBU,TBU-L5,0471,471,30.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,2.0,1.0,2.0
1603,2013,05/2013,TBU,TBU-L5,0471,471,30.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C271,PARTIDO NA FASE,1.43333,1.0,1.43333
1604,2013,07/2013,TBU,TBU-L5,0471,471,30.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,0.87722,2.0,0.43861
1605,2013,10/2013,TBU,TBU-L5,0471,471,30.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C287,PARTIDO NA CONEXÃO,2.49444,2.0,1.24722
1606,2013,11/2013,TBU,TBU-L5,0471,471,30.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C394,DESARME POR DESREGUL,0.16778,2.0,0.08389
1607,2014,04/2014,TBU,TBU-L5,0471,471,30.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,2.88334,2.0,1.44167
1608,2012,08/2012,TBU,TBU-L2,0473,473,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,24.21,18.0,1.345
1609,2013,07/2013,TBU,TBU-L2,0473,473,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,16.515,18.0,0.9175
1610,2014,02/2014,TBU,TBU-L2,0473,473,75.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,3.74508,18.0,0.20806000000000002
1611,2014,07/2014,TBU,TBU-L2,0473,473,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,9.64008,18.0,0.5355599999999999
1612,2012,01/2012,BSA,BSA-L3,0474,474,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,99.98131,286.0,0.349585
1613,2012,08/2012,BSA,BSA-L3,0474,474,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,37.9171,130.0,0.29167
1614,2014,01/2014,BSA,BSA-L3,0474,474,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,74.6057,130.0,0.57389
1615,2014,02/2014,BSA,BSA-L3,0474,474,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,10.4728,130.0,0.08055999999999999
1616,2014,02/2014,BSA,BSA-L3,0474,474,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,183.2272,130.0,1.40944
1617,2014,12/2014,BSA,BSA-L3,0474,474,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,189.59388,129.0,1.4697200000000001
1618,2012,01/2012,BSA,BSA-L3,0475,475,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,55.9336,160.0,0.349585
1619,2012,08/2012,BSA,BSA-L3,0475,475,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,27.12531,93.0,0.29167
1620,2014,01/2014,BSA,BSA-L3,0475,475,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,53.37177,93.0,0.57389
1621,2014,02/2014,BSA,BSA-L3,0475,475,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,7.49208,93.0,0.08055999999999999
1622,2014,02/2014,BSA,BSA-L3,0475,475,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,131.07792,93.0,1.40944
1623,2014,12/2014,BSA,BSA-L3,0475,475,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,135.21424,92.0,1.46972
1624,2012,01/2012,BSA,BSA-L3,0476,476,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,110.46886,316.0,0.34958500000000003
1625,2012,08/2012,BSA,BSA-L3,0476,476,45.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,41.70881,143.0,0.29167
1626,2013,04/2013,BSA,BSA-L3,0476,476,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C277,PARTIDO NO NEUTRO,483.81619,143.0,3.38333
1627,2014,01/2014,BSA,BSA-L3,0476,476,45.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,80.91849,141.0,0.57389
1628,2014,02/2014,BSA,BSA-L3,0476,476,45.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,11.35896,141.0,0.08055999999999999
1629,2014,02/2014,BSA,BSA-L3,0476,476,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,198.73104,141.0,1.40944
1630,2014,12/2014,BSA,BSA-L3,0476,476,45.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,207.23052,141.0,1.4697200000000001
1631,2012,01/2012,BSA,BSA-L3,0477,477,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C281,PARTIDO NA FASE,65.02281,186.0,0.34958500000000003
1632,2012,08/2012,BSA,BSA-L3,0477,477,75.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C080,FALHA EM CHAVE SECCI,31.20869,107.0,0.29167
1633,2014,01/2014,BSA,BSA-L3,0477,477,75.0,9,DISTRIBUIÇÃO NÃO PROGRAMADA - CABO PARTIDO OU DETERIORADO,C283,ENTRELAÇADO,61.98012,108.0,0.57389
1634,2014,02/2014,BSA,BSA-L3,0477,477,75.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C326,JUMPER CHAVE FUSÍVEL,8.4588,105.0,0.08056
1635,2014,02/2014,BSA,BSA-L3,0477,477,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,147.9912,105.0,1.40944
1636,2014,12/2014,BSA,BSA-L3,0477,477,75.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,155.79032,106.0,1.4697200000000001
1637,2012,04/2012,TBU,TBU-L5,0478,478,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C324,FLY-TAP AT,40.24767,51.0,0.78917
1638,2012,07/2012,TBU,TBU-L5,0478,478,150.0,10,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM CONEXÃO,C325,JUMPER AT,15.10161,51.0,0.29611000000000004
1639,2012,08/2012,TBU,TBU-L5,0478,478,150.0,13,DISTRIBUIÇÃO NÃO PROGRAMADA - FENOMENOS NATURAIS,C293,INUNDAÇÃO,80.01339,51.0,1.5688900000000001
1640,2013,07/2013,TBU,TBU-L5,0478,478,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C464,DEFEITO EM RELIGADOR,152.44767,51.0,2.9891699999999997
1641,2013,07/2013,TBU,TBU-L5,0478,478,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,124.36911,51.0,2.43861
1642,2013,08/2013,TBU,TBU-L5,0478,478,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,88.85322,51.0,1.7422199999999999
1643,2014,03/2014,TBU,TBU-L5,0478,478,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C391,ISOLADOR DANIFICADO,83.15856,51.0,1.6305599999999998
1644,2014,08/2014,TBU,TBU-L5,0478,478,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C224,ISOLADOR SUSPENSÃO D,27.27072,51.0,0.53472
1645,2012,08/2012,TBU,TBU-L2,0479,479,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,3.6225,63.0,0.0575
1646,2013,07/2013,TBU,TBU-L2,0479,479,150.0,3,SUBESTAÇÃO NÃO PROGRAMADA,C071,FALHA EM DISJUNTOR,57.8025,63.0,0.9175
1647,2014,02/2014,TBU,TBU-L2,0479,479,150.0,11,DISTRIBUIÇÃO NÃO PROGRAMADA - FALHA EM EQUIPAMENTO (LINHA / REDE),C444,DEFEITO NA CHAVE,13.10778,63.0,0.20806
1648,2014,07/2014,TBU,TBU-L2,0479,479,150.0,12,DISTRIBUIÇÃO NÃO PROGRAMADA - DEFEITO EM ISOLADOR,C222,ISOLADOR PINO DANIFI,18.46278,63.0,0.29306
